,firstname,lastname,title,birthplace,birthdate,deathday,fraktion,jobs,total_speeches,sessions_attended,Beifall_party,Beifall_person,Beifall_total,Beifall_person_other_party_speaker,Beifall_while_speaker,Beifall_per_speaker,Zwischenruf_party,Zwischenruf_person,Zwischenruf_total,Zwischenruf_person_other_party_speaker,Zwischenruf_while_speaker,Zwischenruf_per_speaker,Lachen_party,Lachen_person,Lachen_total,Lachen_person_other_party_speaker,Lachen_while_speaker,Lachen_per_speaker,Zuruf_party,Zuruf_person,Zuruf_total,Zuruf_person_other_party_speaker,Zuruf_while_speaker,Zuruf_per_speaker,Widerspruch_party,Widerspruch_person,Widerspruch_total,Widerspruch_person_other_party_speaker,Widerspruch_while_speaker,Widerspruch_per_speaker,Heiterkeit_party,Heiterkeit_person,Heiterkeit_total,Heiterkeit_person_other_party_speaker,Heiterkeit_while_speaker,Heiterkeit_per_speaker
11004124,aydan,oezoğuz,,Hamburg,31.05.1967,,1.0,"['Vizepräsidentin DBT', 'Wissenschaftliche Mitarbeiterin']",26,229,43620,13,43633,0,143,5.5,1373,32,1405,0,60,2.3076923076923075,592,0,592,0,2,0.07692307692307693,569,3,572,0,8,0.3076923076923077,270,0,270,0,1,0.038461538461538464,571,0,571,0,1,0.038461538461538464
11004127,lisa,paus,,Rheine,19.09.1968,,2.0,['Dipl. Volkswirtin'],63,234,30968,28,30996,0,377,5.984126984126984,930,120,1050,0,160,2.5396825396825395,580,1,581,1,0,0.0,676,32,708,0,8,0.12698412698412698,286,0,286,0,0,0.0,361,0,361,0,7,0.1111111111111111
11004131,eckhard,pols,,Lüneburg,14.03.1962,,0.0,['Glasermeister'],12,239,44253,0,44253,0,36,3.0,1180,10,1190,0,37,3.0833333333333335,379,0,379,0,0,0.0,239,0,239,0,1,0.08333333333333333,176,0,176,0,0,0.0,696,0,696,0,0,0.0
11004134,ingrid,remmers,,Ibbenbüren,26.03.1965,09.08.2021,5.0,['Diplom-Sozialwissenschaftlerin'],15,137,16960,17,16977,0,105,7.0,618,10,628,0,41,2.7333333333333334,247,0,247,0,1,0.06666666666666667,368,2,370,0,1,0.06666666666666667,167,0,167,0,2,0.13333333333333333,95,0,95,0,0,0.0
11004135,lothar,riebsamen,,Schwäblishausen,24.09.1957,,0.0,['Bürgermeister a. D.'],19,238,44079,0,44079,0,89,4.684210526315789,1175,0,1175,0,31,1.631578947368421,378,0,378,0,0,0.0,237,0,237,0,1,0.05263157894736842,176,0,176,0,0,0.0,694,0,694,0,0,0.0
11004136,josef,rief,,Illertissen,13.04.1960,,0.0,['Landwirtschaftsmeister'],12,239,44253,8,44261,0,93,7.75,1180,3,1183,0,26,2.1666666666666665,379,0,379,0,4,0.3333333333333333,239,0,239,0,0,0.0,176,0,176,0,0,0.0,696,0,696,0,2,0.16666666666666666
11004138,tabea,roessner,,Sassenberg,07.12.1966,,2.0,['Journalistin'],56,226,30163,43,30206,0,368,6.571428571428571,902,133,1035,0,114,2.0357142857142856,561,2,563,2,4,0.07142857142857142,666,10,676,0,6,0.10714285714285714,277,0,277,0,2,0.03571428571428571,363,1,364,0,2,0.03571428571428571
11004139,erwin,rueddel,,Bonn,21.12.1955,,0.0,['Diplom-Betriebswirt'],25,239,44253,1,44254,0,101,4.04,1180,3,1183,0,62,2.48,379,0,379,0,2,0.08,239,0,239,0,8,0.32,176,0,176,0,0,0.0,696,0,696,0,2,0.08
11004140,stefan,ruppert,Dr.,Frankfurt am Main,02.07.1971,,3.0,['Jurist'],34,235,27359,56,27415,0,279,8.205882352941176,1027,197,1224,0,137,4.029411764705882,304,1,305,1,5,0.14705882352941177,243,2,245,0,7,0.20588235294117646,105,0,105,0,4,0.11764705882352941,411,0,411,0,10,0.29411764705882354
11004143,tankred,schipanski,,Leipzig,30.12.1976,,0.0,['Rechtsanwalt'],47,239,44253,13,44266,0,200,4.25531914893617,1180,160,1340,0,116,2.4680851063829787,379,8,387,8,7,0.14893617021276595,239,5,244,0,21,0.44680851063829785,176,0,176,0,3,0.06382978723404255,696,0,696,0,3,0.06382978723404255
11004145,frithjof,schmidt,Dr.,Bad Harzburg,17.04.1953,,2.0,['Sozialwissenschaftler'],18,214,28496,8,28504,0,116,6.444444444444445,851,4,855,0,13,0.7222222222222222,528,1,529,1,0,0.0,606,1,607,0,0,0.0,257,0,257,0,0,0.0,313,0,313,0,0,0.0
11004146,patrick,schnieder,,Kyllburg,01.05.1968,,0.0,"['Volljurist', 'Bürgermeister a.D.']",28,216,39623,16,39639,0,130,4.642857142857143,1021,233,1254,0,126,4.5,333,3,336,3,10,0.35714285714285715,213,6,219,0,11,0.39285714285714285,161,0,161,0,5,0.17857142857142858,615,0,615,0,2,0.07142857142857142
11004148,jimmy,schulz,,Freiburg im Breisgau,22.10.1968,25.11.2019,3.0,"['Dipl.-Pol.', 'IT-Unternehmer']",1,224,25945,4,25949,0,8,8.0,967,4,971,0,0,0.0,289,0,289,0,0,0.0,236,0,236,0,0,0.0,98,0,98,0,0,0.0,377,0,377,0,0,0.0
11004149,armin,schuster,,Andernach/Rhein,20.05.1961,,0.0,['Polizeidirektor a. D.'],19,236,43808,3,43811,0,152,8.0,1170,14,1184,0,238,12.526315789473685,375,0,375,0,15,0.7894736842105263,238,0,238,0,5,0.2631578947368421,176,0,176,0,0,0.0,689,0,689,0,18,0.9473684210526315
11004150,stefan,schwartze,,Bad Oeynhausen,23.05.1974,,1.0,['Industriemechaniker'],20,216,40795,10,40805,0,96,4.8,1281,15,1296,0,24,1.2,573,0,573,0,0,0.0,537,1,538,0,0,0.0,253,0,253,0,0,0.0,530,0,530,0,2,0.1
11004152,detlef,seif,,Euskirchen,15.08.1962,,0.0,['Rechtsanwalt'],29,234,43291,4,43295,0,146,5.0344827586206895,1151,8,1159,0,172,5.931034482758621,370,0,370,0,11,0.3793103448275862,238,0,238,0,13,0.4482758620689655,174,0,174,0,1,0.034482758620689655,680,0,680,0,3,0.10344827586206896
11004153,reinhold,sendker,,Warendorf,24.10.1952,,0.0,"['Diplom-Betriebswirt', 'Studiendirektor a. D.']",8,239,44253,8,44261,0,73,9.125,1180,15,1195,0,2,0.25,379,0,379,0,1,0.125,239,2,241,0,0,0.0,176,0,176,0,0,0.0,696,0,696,0,0,0.0
11004155,patrick,sensburg,Prof. Dr.,Paderborn,25.06.1971,,0.0,['Professor'],31,239,44253,23,44276,0,144,4.645161290322581,1180,80,1260,0,164,5.290322580645161,379,0,379,0,2,0.06451612903225806,239,2,241,0,16,0.5161290322580645,176,0,176,0,2,0.06451612903225806,696,0,696,0,8,0.25806451612903225
11004159,judith,skudelny,,Stuttgart,02.10.1975,,3.0,['Rechtsanwältin'],47,219,25789,19,25808,0,261,5.553191489361702,972,113,1085,0,109,2.3191489361702127,278,1,279,1,6,0.1276595744680851,205,19,224,0,17,0.3617021276595745,101,3,104,0,1,0.02127659574468085,381,1,382,0,0,0.0
11004163,frank,steffel,Dr.,Berlin,02.03.1966,,0.0,"['Diplom-Kaufmann', 'Unternehmer']",14,212,39167,18,39185,0,80,5.714285714285714,1039,22,1061,0,51,3.642857142857143,331,1,332,1,0,0.0,213,0,213,0,5,0.35714285714285715,162,0,162,0,9,0.6428571428571429,609,0,609,0,0,0.0
11004164,sonja,steffen,,Dreiborn bei Schleiden,22.10.1963,,1.0,['Rechtsanwältin'],66,235,44618,58,44676,0,459,6.954545454545454,1422,51,1473,0,291,4.409090909090909,617,0,617,0,10,0.15151515151515152,589,2,591,0,21,0.3181818181818182,277,0,277,0,3,0.045454545454545456,590,1,591,0,4,0.06060606060606061
11004168,dieter,stier,,Weißenfels,29.06.1964,,0.0,"['Zootechniker', 'Mechanisator', 'Dipl.-Ing.agr.', 'Pferdewirtschaftsmeister']",5,236,43751,0,43751,0,24,4.8,1167,19,1186,0,17,3.4,368,0,368,0,0,0.0,239,0,239,0,6,1.2,176,0,176,0,0,0.0,692,0,692,0,0,0.0
11004169,stephan,stracke,,Kaufbeuren,01.04.1974,,0.0,['Jurist'],50,239,44253,1,44254,0,225,4.5,1180,19,1199,0,130,2.6,379,0,379,0,3,0.06,239,1,240,0,14,0.28,176,0,176,0,1,0.02,696,0,696,0,6,0.12
11004170,karin,strenz,,Lübz,14.10.1967,21.03.2021,0.0,['Sonderschullehrerin'],1,218,40142,0,40142,0,6,6.0,1086,1,1087,0,3,3.0,327,0,327,0,0,0.0,222,0,222,0,0,0.0,169,0,169,0,0,0.0,606,0,606,0,0,0.0
11004173,kerstin,tack,,Wittingen,11.11.1968,,1.0,['Diplom-Sozialpädagogin'],30,232,44234,17,44251,0,177,5.9,1399,188,1587,0,57,1.9,606,7,613,7,0,0.0,571,3,574,0,2,0.06666666666666667,274,0,274,0,1,0.03333333333333333,582,4,586,0,0,0.0
11004174,peter,tauber,Dr.,Frankfurt am Main,22.08.1974,,0.0,"['Historiker', 'Parl. Staatssekretär a. D.']",14,231,42677,0,42677,0,44,3.142857142857143,1144,0,1144,0,27,1.9285714285714286,369,0,369,0,1,0.07142857142857142,232,0,232,0,4,0.2857142857142857,172,0,172,0,0,0.0,677,0,677,0,0,0.0
11004175,stephan,thomae,,Kempten (Allgäu),19.06.1968,,3.0,['Rechtsanwalt'],72,237,27757,69,27826,0,321,4.458333333333333,1043,272,1315,0,120,1.6666666666666667,307,0,307,0,3,0.041666666666666664,241,8,249,0,8,0.1111111111111111,105,0,105,0,4,0.05555555555555555,412,0,412,0,5,0.06944444444444445
11004178,markus,tressel,,Saarlouis,17.04.1977,,2.0,['Landesgeschäftsführer'],18,238,31535,7,31542,0,134,7.444444444444445,952,17,969,0,23,1.2777777777777777,587,1,588,1,0,0.0,697,0,697,0,2,0.1111111111111111,290,0,290,0,0,0.0,368,0,368,0,1,0.05555555555555555
11004179,johannes,vogel,,Wermelskirchen,29.04.1982,,3.0,['MdB'],72,235,27376,26,27402,0,463,6.430555555555555,1035,207,1242,0,347,4.819444444444445,304,2,306,2,7,0.09722222222222222,243,3,246,0,22,0.3055555555555556,102,0,102,0,4,0.05555555555555555,406,0,406,0,9,0.125
11004181,kathrin,vogler,,München,29.09.1963,,5.0,['Geschäftsführerin'],51,228,29075,68,29143,0,273,5.352941176470588,1102,92,1194,0,79,1.5490196078431373,426,1,427,1,0,0.0,637,12,649,0,4,0.0784313725490196,254,0,254,0,0,0.0,223,1,224,0,2,0.0392156862745098
11004182,johann,wadephul,Dr.,Husum,10.02.1963,,0.0,['Rechtsanwalt'],44,236,43727,12,43739,0,300,6.818181818181818,1164,118,1282,0,178,4.045454545454546,373,1,374,1,6,0.13636363636363635,237,3,240,0,28,0.6363636363636364,174,0,174,0,3,0.06818181818181818,693,0,693,0,0,0.0
11004183,sahra,wagenknecht,Dr.,Jena,16.07.1969,,5.0,['Autorin'],10,180,22639,0,22639,0,182,18.2,873,3,876,0,63,6.3,336,0,336,0,2,0.2,490,0,490,0,1,0.1,200,0,200,0,0,0.0,155,0,155,0,0,0.0
11004184,daniela,wagner,,Darmstadt,04.04.1957,,2.0,['Geschäftsführerin'],32,230,30796,17,30813,0,180,5.625,924,56,980,0,41,1.28125,575,1,576,1,2,0.0625,680,5,685,0,1,0.03125,288,1,289,0,0,0.0,358,0,358,0,1,0.03125
11004186,harald,weinberg,,Bad Godesberg,13.02.1957,,5.0,['Bildungsberater'],41,218,27183,48,27231,0,245,5.975609756097561,1033,204,1237,0,65,1.5853658536585367,403,1,404,1,0,0.0,592,26,618,0,6,0.14634146341463414,237,0,237,0,0,0.0,206,0,206,0,4,0.0975609756097561
11004187,sabine,weiss,,Duisburg,26.05.1958,,0.0,"['Rechtsanwältin', 'Bürgermeisterin a. D.', 'Parl. Staatssekretärin']",7,235,43371,4,43375,0,17,2.4285714285714284,1149,1,1150,0,0,0.0,371,0,371,0,0,0.0,233,0,233,0,2,0.2857142857142857,172,0,172,0,0,0.0,675,0,675,0,0,0.0
11004188,katrin,werner,,Berlin,25.05.1973,,5.0,['Kauffrau im Einzelhandel'],28,211,26579,4,26583,0,126,4.5,1002,24,1026,0,19,0.6785714285714286,389,0,389,0,0,0.0,572,1,573,0,0,0.0,233,0,233,0,0,0.0,193,0,193,0,1,0.03571428571428571
11004191,dagmar,ziegler,,Leipzig,28.09.1960,,1.0,"['Vizepräsidentin DBT', 'Ministerin a. D.', 'Diplom-Finanzökonomin']",13,229,43353,64,43417,0,82,6.3076923076923075,1381,223,1604,0,40,3.076923076923077,598,1,599,1,1,0.07692307692307693,566,1,567,0,1,0.07692307692307693,266,1,267,0,0,0.0,568,0,568,0,1,0.07692307692307693
11004192,matthias,zimmer,Prof. Dr.,Marburg/Lahn,03.05.1961,,0.0,"['Professor', 'Hochschullehrer']",43,239,44253,58,44311,0,291,6.767441860465116,1180,487,1667,0,227,5.27906976744186,379,4,383,4,10,0.23255813953488372,239,8,247,0,11,0.2558139534883721,176,0,176,0,2,0.046511627906976744,696,1,697,0,10,0.23255813953488372
11004215,harald,ebner,,Göppingen,08.07.1964,,2.0,"['Diplom-Agraringenieur', 'Landschaftsökologe']",40,233,30662,24,30686,0,175,4.375,931,171,1102,0,88,2.2,573,1,574,1,1,0.025,680,15,695,0,7,0.175,290,0,290,0,4,0.1,367,0,367,0,1,0.025
11004217,tobias,lindner,Dr.,Karlsruhe,11.01.1982,,2.0,['Wirtschaftswissenschaftler'],78,238,31549,32,31581,0,464,5.948717948717949,949,152,1101,0,192,2.4615384615384617,590,1,591,1,1,0.01282051282051282,695,3,698,0,6,0.07692307692307693,290,0,290,0,0,0.0,368,0,368,0,9,0.11538461538461539
11004221,beate,walter-rosenheimer,,Weißenburg,20.11.1964,,2.0,['Diplom-Psychologin'],22,219,29056,12,29068,0,171,7.7727272727272725,869,7,876,0,15,0.6818181818181818,525,0,525,0,0,0.0,635,0,635,0,1,0.045454545454545456,268,0,268,0,0,0.0,351,0,351,0,0,0.0
11004222,manfred,todtenhausen,,Wuppertal,08.12.1950,,3.0,['Elektroinstallateuermeister'],22,232,27135,37,27172,0,145,6.590909090909091,1025,55,1080,0,48,2.1818181818181817,302,0,302,0,0,0.0,241,3,244,0,2,0.09090909090909091,105,0,105,0,1,0.045454545454545456,411,0,411,0,3,0.13636363636363635
11004226,wolfgang,hellmich,,Welver-Meyerich,05.05.1958,,1.0,['Geschäftsführer'],7,236,44709,1,44710,0,34,4.857142857142857,1420,8,1428,0,17,2.4285714285714284,610,0,610,0,0,0.0,589,0,589,0,1,0.14285714285714285,276,0,276,0,0,0.0,590,0,590,0,3,0.42857142857142855
11004229,hagen,reinhold,,Wismar,23.03.1978,,3.0,"['Meister im Maurer-', 'Betonbauerhandwerk']",32,230,26699,9,26708,0,201,6.28125,998,26,1024,0,72,2.25,300,0,300,0,2,0.0625,234,2,236,0,4,0.125,101,0,101,0,3,0.09375,403,0,403,0,4,0.125
11004241,stephan,albani,,Göttingen,03.06.1968,,0.0,['Diplom-Physiker'],25,236,43632,11,43643,0,104,4.16,1171,36,1207,0,29,1.16,376,1,377,1,0,0.0,239,0,239,0,3,0.12,176,0,176,0,0,0.0,685,0,685,0,10,0.4
11004243,luise,amtsberg,,Greifswald,17.10.1984,,2.0,['Islamwissenschaftlerin'],42,222,29418,18,29436,0,283,6.738095238095238,901,171,1072,0,94,2.238095238095238,565,1,566,0,2,0.047619047619047616,658,18,676,0,11,0.2619047619047619,276,1,277,0,2,0.047619047619047616,350,0,350,0,2,0.047619047619047616
11004244,heike,baehrens,,Bevern,21.09.1955,,1.0,"['Bankkauffrau', 'Diplom-Religionspädagogin', 'Geschäftsführerin']",45,239,45205,39,45244,0,304,6.7555555555555555,1433,36,1469,0,75,1.6666666666666667,622,0,622,0,2,0.044444444444444446,594,4,598,0,11,0.24444444444444444,280,1,281,0,0,0.0,593,0,593,0,1,0.022222222222222223
11004245,annalena,baerbock,,Hannover,15.12.1980,,2.0,['Völkerrechtlerin'],30,205,28658,9,28667,0,304,10.133333333333333,875,201,1076,0,157,5.233333333333333,518,2,520,2,5,0.16666666666666666,620,33,653,0,30,1.0,264,2,266,0,0,0.0,324,0,324,0,1,0.03333333333333333
11004246,ulrike,bahr,,Nördlingen,25.04.1964,,1.0,['Mittelschullehrerin'],32,238,45010,17,45027,0,158,4.9375,1427,4,1431,0,38,1.1875,621,0,621,0,0,0.0,591,2,593,0,4,0.125,280,0,280,0,1,0.03125,593,0,593,0,0,0.0
11004247,katarina,barley,Dr.,Köln,19.11.1968,,1.0,"['Bundesministerin', 'Juristin']",49,239,45205,2,45207,0,116,2.36734693877551,1433,1,1434,0,61,1.2448979591836735,622,0,622,0,2,0.04081632653061224,594,0,594,0,1,0.02040816326530612,280,0,280,0,2,0.04081632653061224,593,0,593,0,2,0.04081632653061224
11004248,matthias,bartke,Dr.,Bremen,16.01.1959,,1.0,['Beamter (Leitender Regierungsdirektor) a. D.'],44,226,42845,39,42884,0,314,7.136363636363637,1340,133,1473,0,168,3.8181818181818183,594,1,595,1,11,0.25,548,4,552,0,11,0.25,270,0,270,0,6,0.13636363636363635,563,1,564,0,15,0.3409090909090909
11004250,maik,beermann,,Nienburg (Weser),19.10.1981,,0.0,['Sparkassenbetriebswirt'],32,239,44253,46,44299,0,177,5.53125,1180,72,1252,0,137,4.28125,379,0,379,0,2,0.0625,239,0,239,0,8,0.25,176,1,177,0,1,0.03125,696,0,696,0,5,0.15625
11004251,sybille,benning,,Münster,08.01.1961,29.07.2022,0.0,['Dipl.-Ing.'],14,230,42466,6,42472,0,74,5.285714285714286,1144,3,1147,0,47,3.357142857142857,366,0,366,0,0,0.0,235,0,235,0,0,0.0,173,0,173,0,0,0.0,660,0,660,0,1,0.07142857142857142
11004252,andré,berghegger,Dr.,Osnabrück,05.07.1972,,0.0,['Jurist'],26,239,44253,5,44258,0,171,6.576923076923077,1180,0,1180,0,169,6.5,379,0,379,0,4,0.15384615384615385,239,0,239,0,2,0.07692307692307693,176,0,176,0,0,0.0,696,0,696,0,9,0.34615384615384615
11004255,franziska,brantner,Dr.,Lörrach,24.08.1979,,2.0,['Sozialwissenschaftlerin'],65,234,31171,134,31305,0,461,7.092307692307692,934,1015,1949,0,216,3.3230769230769233,583,10,593,10,7,0.1076923076923077,688,24,712,0,17,0.26153846153846155,289,1,290,0,1,0.015384615384615385,365,9,374,0,6,0.09230769230769231
11004256,karl-heinz,brunner,Dr.,München,14.03.1953,,1.0,['Wirtschaftsberater'],78,231,43592,45,43637,0,333,4.269230769230769,1375,24,1399,0,176,2.2564102564102564,601,1,602,1,4,0.05128205128205128,577,1,578,0,19,0.24358974358974358,266,0,266,0,0,0.0,567,0,567,0,8,0.10256410256410256
11004257,lars,castellucci,Prof. Dr.,Heidelberg,24.02.1974,,1.0,['Hochschullehrer'],52,237,44727,10,44737,0,423,8.134615384615385,1413,9,1422,0,256,4.923076923076923,615,1,616,1,13,0.25,589,3,592,0,19,0.36538461538461536,279,0,279,0,5,0.09615384615384616,589,0,589,0,6,0.11538461538461539
11004258,bernhard,daldrup,,Sendenhorst,01.06.1956,,1.0,['Politikwissenschaftler (M.A.)'],60,229,43369,45,43414,0,450,7.5,1390,136,1526,0,192,3.2,583,3,586,3,9,0.15,572,8,580,0,24,0.4,270,0,270,0,4,0.06666666666666667,565,2,567,0,11,0.18333333333333332
11004259,karamba,diaby,Dr.,Marsassoum,27.11.1961,,1.0,"['Chemiker', 'Geologe']",38,236,44706,24,44730,0,198,5.2105263157894735,1426,155,1581,0,50,1.3157894736842106,618,1,619,1,1,0.02631578947368421,593,7,600,0,3,0.07894736842105263,278,0,278,0,0,0.0,583,2,585,0,1,0.02631578947368421
11004261,sabine,dittmar,,Schweinfurt,15.09.1964,,1.0,['Ärztin'],57,239,45205,61,45266,0,420,7.368421052631579,1433,45,1478,0,146,2.56140350877193,622,1,623,1,4,0.07017543859649122,594,6,600,0,7,0.12280701754385964,280,0,280,0,0,0.0,593,0,593,0,1,0.017543859649122806
11004262,michael,donth,,Metzingen,08.06.1967,,0.0,['Diplom-Verwaltungswirt (FH)'],30,237,43946,20,43966,0,117,3.9,1176,111,1287,0,112,3.7333333333333334,378,4,382,4,3,0.1,238,8,246,0,5,0.16666666666666666,176,0,176,0,0,0.0,694,0,694,0,7,0.23333333333333334
11004263,katharina,droege,,Münster,16.09.1984,,2.0,['Dipl.-Volkswirtin'],57,237,31287,56,31343,0,309,5.421052631578948,947,558,1505,0,125,2.192982456140351,583,3,586,3,3,0.05263157894736842,685,34,719,0,12,0.21052631578947367,284,1,285,0,1,0.017543859649122806,369,4,373,0,10,0.17543859649122806
11004264,hansjoerg,durz,,Augsburg,29.07.1971,,0.0,['Diplom Kaufmann'],31,239,44253,1,44254,0,132,4.258064516129032,1180,0,1180,0,38,1.2258064516129032,379,0,379,0,0,0.0,239,0,239,0,2,0.06451612903225806,176,0,176,0,1,0.03225806451612903,696,0,696,0,1,0.03225806451612903
11004267,saskia,esken,,Stuttgart,28.08.1961,,1.0,['Staatlich geprüfte Informatikerin'],27,231,43370,11,43381,0,116,4.296296296296297,1387,43,1430,0,68,2.5185185185185186,586,0,586,0,1,0.037037037037037035,580,11,591,0,2,0.07407407407407407,271,1,272,0,2,0.07407407407407407,573,0,573,0,4,0.14814814814814814
11004268,bernd,fabritius,Dr. Dr. h. c.,Agnetheln,14.05.1965,,0.0,['Rechtsanwalt'],2,239,44253,0,44253,0,12,6.0,1180,0,1180,0,3,1.5,379,0,379,0,0,0.0,239,0,239,0,0,0.0,176,0,176,0,0,0.0,696,0,696,0,0,0.0
11004269,hermann,faerber,,Böhmenkirch,26.03.1963,,0.0,['Landwirtschaftsmeister'],21,236,43856,4,43860,0,82,3.9047619047619047,1159,17,1176,0,71,3.380952380952381,377,0,377,0,1,0.047619047619047616,233,1,234,0,1,0.047619047619047616,173,0,173,0,1,0.047619047619047616,687,0,687,0,1,0.047619047619047616
11004270,johannes,fechner,Dr.,Freiburg im Breisgau,25.11.1972,,1.0,['Rechtsanwalt'],84,235,44582,4,44586,0,563,6.7023809523809526,1419,130,1549,0,177,2.107142857142857,609,1,610,1,10,0.11904761904761904,587,2,589,0,7,0.08333333333333333,274,0,274,0,7,0.08333333333333333,591,0,591,0,6,0.07142857142857142
11004271,uwe,feiler,,Winsen (Luhe),02.11.1965,,0.0,['Dipl.-Finanzwirt (FH)'],12,235,43480,1,43481,0,58,4.833333333333333,1160,8,1168,0,27,2.25,375,0,375,0,0,0.0,233,0,233,0,1,0.08333333333333333,174,0,174,0,0,0.0,691,0,691,0,0,0.0
11004272,fritz,felgentreu,Dr.,Kiel,01.09.1968,,1.0,['Klassischer Philologe'],39,237,45017,32,45049,0,156,4.0,1429,22,1451,0,129,3.3076923076923075,620,0,620,0,1,0.02564102564102564,588,1,589,0,4,0.10256410256410256,280,0,280,0,2,0.05128205128205128,593,0,593,0,1,0.02564102564102564
11004275,ulrich,freese,,Drevenack,12.04.1951,,1.0,"['Gewerkschaftssekretär', 'Betriebsschlosser']",1,236,44862,5,44867,0,7,7.0,1413,17,1430,0,2,2.0,612,0,612,0,0,0.0,582,0,582,0,0,0.0,277,0,277,0,0,0.0,591,0,591,0,1,1.0
11004276,thorsten,frei,,Bad Säckingen,08.08.1973,,0.0,"['Jurist', 'Oberbürgermeister a.D.']",92,239,44253,26,44279,0,563,6.119565217391305,1180,132,1312,0,466,5.065217391304348,379,4,383,4,10,0.10869565217391304,239,5,244,0,62,0.6739130434782609,176,0,176,0,7,0.07608695652173914,696,1,697,0,5,0.05434782608695652
11004277,astrid,freudenstein,Dr.,Bad Griesbach i. Rottal,09.10.1973,,0.0,['Ministerialdirektorin'],8,233,43306,0,43306,0,29,3.625,1152,0,1152,0,30,3.75,371,0,371,0,0,0.0,231,0,231,0,1,0.125,174,0,174,0,0,0.0,675,0,675,0,0,0.0
11004278,matthias,gastel,,Stuttgart,26.12.1970,,2.0,"['Selbstständiger Personaldienstleister', 'Wirtschaftsmediator']",24,239,31632,26,31658,0,115,4.791666666666667,953,157,1110,0,63,2.625,590,2,592,2,0,0.0,698,15,713,0,1,0.041666666666666664,291,1,292,0,1,0.041666666666666664,372,0,372,0,0,0.0
11004280,ursula,groden-kranich,,Mainz,24.05.1965,,0.0,['Bankkauffrau'],27,238,44030,23,44053,0,134,4.962962962962963,1167,39,1206,0,77,2.8518518518518516,378,0,378,0,5,0.18518518518518517,237,0,237,0,11,0.4074074074074074,173,0,173,0,1,0.037037037037037035,694,1,695,0,1,0.037037037037037035
11004281,klaus-dieter,groehler,,Berlin,17.04.1966,,0.0,"['Volljurist', 'Bezirksstadtrat a. D.']",12,239,44253,1,44254,0,73,6.083333333333333,1180,6,1186,0,52,4.333333333333333,379,0,379,0,1,0.08333333333333333,239,0,239,0,2,0.16666666666666666,176,0,176,0,0,0.0,696,0,696,0,1,0.08333333333333333
11004282,uli,groetsch,,Weiden,14.07.1975,,1.0,['Polizeibeamter'],42,226,42725,7,42732,0,290,6.904761904761905,1378,17,1395,0,212,5.0476190476190474,581,0,581,0,16,0.38095238095238093,559,1,560,0,21,0.5,263,0,263,0,6,0.14285714285714285,558,3,561,0,9,0.21428571428571427
11004283,oliver,grundmann,,Stade,21.08.1971,,0.0,['Rechtsanwalt'],10,230,42450,0,42450,0,57,5.7,1132,3,1135,0,64,6.4,370,0,370,0,1,0.1,232,1,233,0,5,0.5,167,0,167,0,1,0.1,674,0,674,0,4,0.4
11004285,fritz,guentzler,,Cuxhaven,06.05.1966,,0.0,"['Wirtschaftsprüfer', 'Steuerberater']",51,239,44253,7,44260,0,273,5.352941176470588,1180,156,1336,0,159,3.1176470588235294,379,1,380,1,2,0.0392156862745098,239,3,242,0,23,0.45098039215686275,176,0,176,0,0,0.0,696,2,698,0,14,0.27450980392156865
11004286,christian,haase,,Höxter,06.05.1966,,0.0,['Diplom-Verwaltungswirt'],27,234,43096,1,43097,0,189,7.0,1155,22,1177,0,94,3.4814814814814814,369,0,369,0,0,0.0,230,1,231,0,4,0.14814814814814814,173,0,173,0,0,0.0,678,0,678,0,4,0.14814814814814814
11004287,rita,hagl-kehl,,Porz am Rhein,11.11.1970,,1.0,['Studienrätin'],12,228,43271,0,43271,0,57,4.75,1391,0,1391,0,15,1.25,604,0,604,0,2,0.16666666666666666,571,0,571,0,0,0.0,272,0,272,0,0,0.0,568,0,568,0,0,0.0
11004288,andré,hahn,Dr.,Berlin,20.04.1963,,5.0,['Lehrer'],57,239,30020,6,30026,0,398,6.982456140350878,1160,151,1311,0,189,3.3157894736842106,441,1,442,1,6,0.10526315789473684,670,2,672,0,21,0.3684210526315789,259,0,259,0,3,0.05263157894736842,232,0,232,0,1,0.017543859649122806
11004289,metin,hakverdi,,Hamburg,25.06.1969,,1.0,['Jurist'],33,236,44459,28,44487,0,153,4.636363636363637,1410,34,1444,0,86,2.606060606060606,612,0,612,0,4,0.12121212121212122,584,2,586,0,6,0.18181818181818182,277,0,277,0,1,0.030303030303030304,584,1,585,0,0,0.0
11004291,sebastian,hartmann,,Oberhausen,07.07.1977,,1.0,['Organisationsberater'],24,226,42610,7,42617,0,171,7.125,1355,18,1373,0,116,4.833333333333333,591,0,591,0,7,0.2916666666666667,549,0,549,0,14,0.5833333333333334,269,0,269,0,1,0.041666666666666664,559,0,559,0,0,0.0
11004292,matthias,hauer,,Hattingen,18.12.1977,,0.0,['Rechtsanwalt'],23,238,43947,23,43970,0,105,4.565217391304348,1169,109,1278,0,76,3.3043478260869565,379,0,379,0,2,0.08695652173913043,231,6,237,0,5,0.21739130434782608,176,0,176,0,0,0.0,693,0,693,0,5,0.21739130434782608
